,title,rating,date,cleaned_content,sentiment_score,sentiment,label
573,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
574,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
575,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
577,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
578,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
579,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
580,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
583,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
585,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
586,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
587,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
589,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
590,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
591,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
592,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
595,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
597,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
598,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
599,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
601,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
602,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
603,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
604,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
607,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
609,This is the best you'll get in this price range Thats it!,5.0,2023-06-25,If would building pc gaming slight editing coding perfect cost really low considering performance gives CPU means low end CPU dont go gentle price intel 12100f easily handle GPUs upto gtx3060 rx6800 Just go say ryzen price gaming Read,-0.0162,negative,0
610,Awesome,5.0,2022-11-16,This one best cpu budget looking gaming For productivity worth buying go i5 12400fBut gaming light cpu workload work like butter smooth I teated games check YT channel R tech studio Read,0.8225,positive,1
611,Best in price when even compared to i5 10400f,5.0,2022-08-15,Got sale 7 26k Really enjoyed processor Heatsink fan provided looks good sounds badly peak usage Replaced air coolerRead,0.6901,positive,1
613,Used or Unboxed product received,3.0,2023-08-24,Product good looking packaging anyone judge used While checking warranty found 3 year warranty 6 months already passed Read,0.4404,positive,1
614,cpu with broken fan,1.0,2023-04-26,Cpu stock cooler fan got broken 1 blade box creating noise virbration cpu processor working fine thought replace replace dont know gonna get broken cpu chip replaced stock cooler deepcool air cooler working fine please buy critical pc parts Amazon may end getting broken parts worst packingRead,-0.765,negative,0
615,Good Cpu but awful Delivery,1.0,2023-06-20,The Processor Good Works Fine But The Delivery awful one blades fan broken As already another dedicated cpu cooler raise return I expected Better Appario Apart From Processor works fine Read,0.7351,positive,1
616,,,2024-01-27,Muito bom super recomendoRead,0.5994,positive,1
619,,,2024-05-07,good works happy purchaseRead,0.765,positive,1
621,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
622,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
625,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
626,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
627,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
628,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
629,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
632,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
633,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
634,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
635,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
636,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
639,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
640,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
641,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
642,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
643,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
646,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
647,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
648,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
649,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
650,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
653,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
654,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
655,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
656,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
657,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
660,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
661,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
662,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
663,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
664,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
667,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
668,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
669,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
670,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
671,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
674,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
675,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
676,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
677,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
678,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
681,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
682,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
683,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
684,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
685,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
688,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
689,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
690,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
691,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
692,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
695,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
696,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
697,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
698,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
699,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
702,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
703,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
704,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
705,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
706,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
709,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
710,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
711,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
712,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
713,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
716,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
717,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
718,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
719,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
720,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
723,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
724,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
725,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
726,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
727,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
730,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
731,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
732,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
733,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
734,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
737,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
738,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
739,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
740,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
741,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
744,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
745,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
746,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
747,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
748,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
751,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
752,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
753,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
754,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
755,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
758,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
759,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
760,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
761,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
762,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
765,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
766,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
767,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
768,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
769,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
772,,,2024-05-06,Ce i5 13400 de 13ième génération est un excellent processeur LGA 1700 il possède 10 cœurs 20Mo de cache et monte jusqu à près de 5GHz de plus il embarque un GPU intel UHD Graphics 770 Il remplacé mon ancien i5 3570 et voit la différence aucun ralentissement même en utilisant plusieurs applications simultanément aucun ralentissement dans les jeux gourmands en ressource Il est compatible DDR5 et DDR4 PCIe 5 et PCIe 4 ce qui permet de monter une configuration à prix correcte Il ne chauffe pas et sa consommation est raisonnable Le processeur est livré avec son ventilateur C est un excellent choix Read,0.8126,positive,1
773,,,2024-01-13,item came good condition works fine foe 1 week complains far Read,-0.2023,negative,0
774,,,2023-09-20,Ero indecisa sul i5 12600K e questo ovviamente preso questo e sono super contenta Read,0.5994,positive,1
775,Genuine product,5.0,2024-02-25,Amazon delever better productsRead,0.5574,positive,1
776,🤩🌟 Awesome budget Processor🌟🤩,4.0,2023-01-27,Price High You get better deal offline market 20000 22500Works b660 b760 motherboardRead,0.34,positive,1
